Z    N            M
97   127      58.35
98   126      65.26
99   125      76.95
100  124      86.00
101  123      99.60
102  122     110.56
103  121     126.06
64   161     353.18
65   160     325.81
66   159     298.94
67   158     274.27
68   157     250.14
69   156     228.15
70   155     206.75
71   154     187.41
72   153     168.60
73   152     151.89
74   151     135.71
75   150     120.96
76   149     106.65
77   148      94.16
78   147      82.09
79   146      71.65
80   145      61.60
81   144      53.14
82   143      47.20
83   142      40.90
84   141      34.57
85   140      29.85
86   139      25.82
87   138      23.39
88   137      21.67
89   136      21.53
90   135      22.14
91   134      24.28
92   133      27.22
93   132      31.64
94   131      36.87
95   130      43.54
96   129      49.85
97   128      57.30
98   127      65.39
99   126      74.64
100  125      85.09
101  124      96.52
102  123     108.79
103  122     122.15
64   162     363.48
65   161     336.48
66   160     308.48
67   159     284.22
68   158     258.91
69   157     237.36
70   156     214.73
71   155     195.87
72   154     175.80
73   153     159.62
74   152     142.13
75   151     127.99
76   150     112.35
77   149     100.53
78   148      87.09
79   147      77.38
80   146      65.93
81   145      58.27
82   144      51.07
83   143      45.90
84   142      37.99
85   141      34.06
86   140      28.40
87   139      26.79
88   138      23.39
89   137      24.11
90   136      23.00
91   135      26.05
92   134      27.21
93   133      32.59
94   132      36.00
95   131      43.68
96   130      49.06
97   129      57.66
98   128      63.96
99   127      74.42
100  126      82.50
101  125      95.24
102  124     105.34
103  123     120.03
64   163     375.08
65   162     346.98
66   161     319.35
67   160     293.93
68   159     269.03
69   158     246.28
70   157     224.10
71   156     203.99
72   155     184.41
73   154     166.93
74   153     149.99
75   152     134.53
76   151     119.51
77   150     106.34
78   149      93.58
79   148      82.49
80   147      71.79
81   146      62.71
82   145      56.41
83   144      49.85
84   143      42.95
85   142      37.42
86   141      32.55
87   140      29.28
88   139      26.72
89   138      25.74
90   137      25.50
91   136      26.80
92   135      28.88
93   134      32.46
94   133      36.84
95   132      42.67
96   131      49.33
97   130      56.76
98   129      64.23
99   128      72.86
100  127      82.16
101  126      92.68
102  125     104.07
103  124     116.57
64   164     385.03
65   163     357.80
66   162     329.19
67   161     304.16
68   160     278.10
69   159     255.78
70   158     232.39
71   157     212.76
72   156     191.92
73   155     174.96
74   154     156.72
75   153     141.86
76   152     125.52
77   151     113.00
78   150      98.89
79   149      88.51
80   148      76.42
81   147      68.12
82   146      60.43
83   145      54.68
84   144      46.62
85   143      41.86
86   142      35.38
87   141      32.92
88   140      28.71
89   139      28.57
90   138      26.63
91   137      28.82
92   136      29.15
93   135      33.66
94   134      36.25
95   133      43.07
96   132      47.89
97   131      56.99
98   130      62.95
99   129      72.76
100  128      80.25
101  127      92.00
102  126     101.14
103  125     114.94
65   164     367.90
66   163     339.96
67   162     314.13
68   161     288.51
69   160     265.01
70   159     242.06
71   158     221.19
72   157     200.84
73   156     182.60
74   155     164.89
75   154     148.72
76   153     132.99
77   152     119.13
78   151     105.69
79   150      93.93
80   149      82.57
81   148      72.86
82   147      65.91
83   146      58.71
84   145      51.81
85   144      45.48
86   143      39.78
87   142      35.70
88   141      32.30
89   140      30.48
90   139      29.39
91   138      29.86
92   137      31.08
93   136      33.82
94   135      37.35
95   134      42.36
96   133      48.17
97   132      55.41
98   131      63.34
99   130      71.36
100  129      80.04
101  128      89.86
102  127     100.45
103  126     112.01
65   165     378.41
66   164     349.39
67   163     323.94
68   162     297.40
69   161     274.47
70   160     250.40
71   159     230.25
72   158     208.66
73   157     190.93
74   156     171.94
75   155     156.35
76   154     139.32
77   153     126.09
78   152     111.31
79   151     100.24
80   150      87.51
81   149      78.56
82   148      70.09
83   147      63.68
84   146      55.48
85   145      50.15
86   144      42.88
87   143      39.59
88   142      34.56
89   141      33.57
90   140      30.81
91   139      32.14
92   138      31.64
93   137      35.30
94   136      37.06
95   135      43.02
96   134      47.03
97   133      55.27
98   132      61.48
99   131      71.40
100  130      78.28
101  129      89.31
102  128      97.97
103  127     110.90
104  126     121.20
66   165     360.10
67   164     333.54
68   163     307.39
69   162     283.31
70   161     259.68
71   160     238.48
72   159     217.64
73   158     198.78
74   157     180.30
75   156     163.54
76   155     147.10
77   154     132.54
78   153     118.41
79   152     105.98
80   151      93.95
81   150      83.61
82   149      75.72
83   148      67.87
84   147      60.48
85   146      54.04
86   145      47.53
87   144      42.63
88   143      38.40
89   142      35.77
90   141      33.84
91   140      33.47
92   139      33.85
93   138      35.76
94   137      38.44
95   136      42.61
96   135      47.58
97   134      54.00
98   133      61.22
99   132      69.84
100  131      78.22
101  130      87.43
102  129      97.31
103  128     108.40
104  127     120.06
66   166     369.78
67   165     343.59
68   164     316.33
69   163     292.66
70   162     267.87
71   161     247.16
72   160     225.15
73   159     206.82
74   158     187.12
75   157     171.08
76   156     153.61
77   155     139.80
78   154     124.34
79   153     112.58
80   152      99.21
81   151      89.59
82   150      80.08
83   149      72.99
84   148      64.16
85   147      58.95
86   146      50.90
87   145      46.78
88   144      40.95
89   143      39.12
90   142      35.54
91   141      36.03
92   140      34.71
93   139      37.51
94   138      38.45
95   137      43.56
96   136      46.74
97   135      54.14
98   134      59.54
99   133      69.19
100  132      76.62
101  131      87.02
102  130      95.09
103  129     107.41
104  128     117.14
105  127     131.24
67   166     353.46
68   165     326.57
69   164     301.76
70   163     277.39
71   162     255.52
72   161     234.00
73   160     214.47
74   159     195.32
75   158     178.03
76   157     161.16
77   156     146.18
78   155     131.63
79   154     118.64
80   153     105.94
81   152      94.95
82   151      85.87
83   150      77.37
84   149      69.32
85   148      62.78
86   147      55.80
87   146      50.11
88   145      45.06
89   144      41.61
90   143      38.85
91   142      37.66
92   141      37.20
93   140      38.28
94   139      40.12
95   138      43.46
96   137      47.59
97   136      53.18
98   135      59.57
99   134      67.37
100  133      75.99
101  132      85.31
102  131      94.57
103  130     104.97
104  129     116.14
105  128     128.28
67   167     363.76
68   166     335.77
69   165     311.36
70   164     285.84
71   163     264.43
72   162     241.75
73   161     222.73
74   160     202.38
75   159     185.67
76   158     167.56
77   157     153.20
78   156     137.38
79   155     125.27
80   154     111.50
81   153     101.21
82   152      90.40
83   151      82.66
84   150      73.19
85   149      67.44
86   148      59.44
87   147      54.51
88   146      47.89
89   145      45.24
90   144      40.85
91   143      40.50
92   142      38.36
93   141      40.32
94   140      40.44
95   139      44.70
96   138      47.06
97   137      53.61
98   136      58.19
99   135      67.00
100  134      73.78
101  133      84.81
102  132      92.52
103  131     104.12
104  130     113.37
105  129     126.88
68   167     346.27
69   166     320.72
70   165     295.62
71   164     273.05
72   163     250.84
73   162     230.63
74   161     210.81
75   160     192.86
76   159     175.33
77   158     159.71
78   157     144.52
79   156     131.12
80   155     118.18
81   154     106.88
82   153      96.36
83   152      87.23
84   151      78.51
85   150      71.33
86   149      64.60
87   148      58.13
88   147      52.28
89   146      48.03
90   145      44.45
91   144      42.44
92   143      41.15
93   142      41.40
94   141      42.41
95   140      44.92
96   139      48.21
97   138      52.97
98   137      58.53
99   136      65.51
100  135      73.31
101  134      82.47
102  133      92.15
103  132     101.95
104  131     112.42
105  130     124.09
68   168     355.72
69   167     330.58
70   166     304.33
71   165     282.22
72   164     258.85
73   163     239.14
74   162     218.12
75   161     200.72
76   160     181.96
77   159     166.94
78   158     150.49
79   157     137.74
80   156     123.50
81   155     113.08
82   154     101.08
83   153      92.68
84   152      82.57
85   151      76.16
86   150      67.99
87   149      62.79
88   148      55.39
89   147      51.93
90   146      46.75
91   145      45.56
92   144      42.62
93   143      43.73
94   142      43.04
95   141      46.45
96   140      48.00
97   139      53.70
98   138      57.48
99   137      65.45
100  136      71.42
101  135      81.62
102  134      89.75
103  133     101.25
104  132     109.92
105  131     122.83
106  130     133.15
69   168     340.20
70   167     314.37
71   166     291.11
72   165     268.20
73   164     247.30
74   163     226.78
75   162     208.17
76   161     189.96
77   160     173.69
78   159     157.85
79   158     143.81
80   157     130.24
81   156     118.50
82   155     107.23
83   154      97.45
84   153      88.08
85   152      80.25
86   151      72.85
87   150      66.70
88   149      60.05
89   148      55.01
90   147      50.63
91   146      47.82
92   145      45.70
93   144      45.14
94   143      45.32
95   142      47.01
96   141      49.46
97   140      53.40
98   139      58.13
99   138      64.29
100  137      71.26
101  136      79.62
102  135      88.79
103  134      99.26
104  133     109.12
105  132     120.11
106  131     131.87
69   169     350.16
70   168     323.34
71   167     300.53
72   166     276.48
73   165     256.05
74   164     234.36
75   163     216.26
76   162     196.84
77   161     181.14
78   160     164.05
79   159     150.64
80   158     135.79
81   157     124.73
82   156     112.14
83   155     103.09
84   154      92.34
85   153      85.26
86   152      76.45
87   151      71.35
88   150      63.46
89   149      59.19
90   148      53.23
91   147      51.23
92   146      47.49
93   145      47.77
94   144      46.27
95   143      48.85
96   142      49.58
97   141      54.44
98   140      57.41
99   139      64.54
100  138      69.71
101  137      79.08
102  136      86.41
103  135      97.98
104  134     106.79
